"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-RE-PU-SZT-2025-002-98040","RE-PU-SZT-2025-002-98040-2025-08-12T22:33:44.800Z-compiled","8233697-RE-PU-SZT-2025-002","","POR CUMPLIR CON LO SOLICITADO EN EL PLIEGO Y EN EL TDR","","2025-07-18T11:58:34-05:00","19000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CDPNM-2025-00001-180449","RE-PU-CDPNM-2025-00001-180449-2025-07-22T17:07:48.656Z-compiled","8242106-RE-PU-CDPNM-2025-00001","","Cumple con los requisitos mínimos requeridos por la entidad contratante","","2025-07-22T11:40:48-05:00","26954.98","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADC-2025-24108-2616","RE-PU-GADC-2025-24108-2616-2025-08-20T18:24:07.212Z-compiled","8233719-RE-PU-GADC-2025-24108","","VER RESOLUCION DE ADJUDICACION","","2025-07-18T16:59:45-05:00","539176.76","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EENORTE-2025-054-3243","RE-PU-EENORTE-2025-054-3243-2025-08-25T18:48:34.722Z-compiled","8236439-RE-PU-EENORTE-2025-054","","CUMPLE CON REQUERIMIENTOS SOLICITADOS POR LA EMPRESA","","2025-07-22T10:31:21-05:00","25984.77","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ETAPA-2025-05-312203","RE-PU-ETAPA-2025-05-312203-2025-09-25T18:56:22.512Z-compiled","8251007-RE-PU-ETAPA-2025-05","","Por cumplir con los requisitos de los pliegos y ser conveniente para los intereses de la empresa.","","2025-08-04T14:00:27-05:00","399947.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGB-IESS-2025-001-102124","RE-PU-HGB-IESS-2025-001-102124-2025-07-02T17:42:50.558Z-compiled","8210711-RE-PU-HGB-IESS-2025-001","","Por presentar oferta acorde a los intereses institucionales","","2025-07-02T08:31:01-05:00","162000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGISD-2025-001-519694","RE-PU-HGISD-2025-001-519694-2025-07-23T17:00:48.270Z-compiled","8195020-RE-PU-HGISD-2025-001","","Por cumplir con los requisitos mínimos solicitados en el pliego, además deencontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-01T15:54:08-05:00","37728.23","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IGM-2025-002-36136","RE-PU-IGM-2025-002-36136-2025-09-04T18:36:04.410Z-compiled","8225883-RE-PU-IGM-2025-002","","Por cumplir con la integridad de la oferta, requisitos mínimos técnicos y económicos solicitados en el pliego","","2025-07-24T09:38:47-05:00","140690.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UINPIAW23-2025-002-959480","RE-PU-UINPIAW23-2025-002-959480-2025-07-15T16:58:03.682Z-compiled","8200739-RE-PU-UINPIAW23-2025-002","","Por cumplir con lo determinado en los pliegos y términos de referencia","","2025-07-01T15:00:20-05:00","16000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GGADM-2025-00001-21627","RE-PU-GGADM-2025-00001-21627-2025-08-12T22:33:50.049Z-compiled","8237597-RE-PU-GGADM-2025-00001","","ADJUDICAR los procesos de Régimen Especial código N RE-PU-GGADM-2025-00001, que tiene por objeto: ?ADQUISICIÓNE IMPLEMENTACIÓN DE UN SISTEMA DE GESTIÓN MUNICIPAL EN AMBIENTE WEB CON LICENCIA ILIMITADA PARA USO DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN?. Al oferente DANIEL NELSON MENDIETA PAREDES con RUC 0105293666001, por el valor de $ $ 17.250,00 Diecisiete Mil Doscientos Cincuenta Dólares con 00/100 sin incluir el IVA. Y el plazo estimado para la ejecución del contrato es de cuarenta y seis 46 días calendarios a partir de la firma del contrato.","","2025-07-17T17:32:40-05:00","17250.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-004-390394","RE-PU-HGSF-2025-004-390394-2025-09-03T19:15:00.072Z-compiled","8232957-RE-PU-HGSF-2025-004","","Por cumplir con los requisitos establecidos en el pliego y términos de referencia","","2025-08-05T17:04:16-05:00","26114.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-004-390394","RE-PU-HGSF-2025-004-390394-2025-09-03T19:15:00.072Z-compiled","8232987-RE-PU-HGSF-2025-004","","Por cumplir con los requisitos establecidos en el pliego y términos de referencia","","2025-08-05T17:04:16-05:00","20646.95","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTEQ-2025-01-74130","RE-PU-UTEQ-2025-01-74130-2025-08-12T22:33:32.991Z-compiled","8230045-RE-PU-UTEQ-2025-01","","Oferente cumplió con todos los requisitos solicitados por la entidad.","","2025-07-11T12:28:57-05:00","623886.03","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ANDEC-2025-004-467908","RE-PU-ANDEC-2025-004-467908-2025-08-12T22:33:55.374Z-compiled","8235829-RE-PU-ANDEC-2025-004","","POR CUMPLIR CON INTEGRIDAD DE LA OFERTA, TERMINOS DE REFERENCIA, SE ADJUNTA RESOLUCION DE ADJUDICACION.","","2025-07-16T12:57:09-05:00","14952.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-04246-238940","RE-PU-CELECEP-2025-04246-238940-2025-08-12T22:32:25.687Z-compiled","8196403-RE-PU-CELECEP-2025-04246","","CUMPLE CON LO SOLICITADO POR LA ENTIDAD CONTRATANTE.","","2025-07-02T16:11:49-05:00","14631920.24","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-04246-238940","RE-PU-CELECEP-2025-04246-238940-2025-08-12T22:32:25.687Z-compiled","8196425-RE-PU-CELECEP-2025-04246","","CUMPLE CON LO SOLICITADO POR LA ENTIDAD CONTRATANTE.","","2025-07-02T16:11:49-05:00","5332503.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-07064-238940","RE-PU-CELECEP-2025-07064-238940-2025-09-11T19:55:12.275Z-compiled","8240042-RE-PU-CELECEP-2025-07064","","RESOLUCIÓN ADJUDICACIÓN Nro. TRA-RES-0165-25","","2025-09-11T08:23:57-05:00","340317.54","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EEPGSA-2025-01-3208","RE-PU-EEPGSA-2025-01-3208-2025-08-12T22:33:49.770Z-compiled","8238335-RE-PU-EEPGSA-2025-01","","Se adjudica en virtud de que cumple con todas las condiciones requeridas en los términos de referencia, y de acuerdo a lo establecido en la RESOLUCION_No-PE-063-2025","","2025-07-21T09:40:54-05:00","12375.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPN-2025-008-45554","RE-PU-EPN-2025-008-45554-2025-09-26T18:54:40.799Z-compiled","8241391-RE-PU-EPN-2025-008","","Cumple con todo lo requerido por la institución","","2025-08-27T11:32:01-05:00","16500.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SZE-2025-0002-110642","RE-PU-SZE-2025-0002-110642-2025-08-12T22:33:55.104Z-compiled","8233767-RE-PU-SZE-2025-0002","","por cumplir con todo lo solicitado en los términos de referencia y los pliegos del presente proceso de contratación","","2025-07-24T17:05:51-05:00","90000.00","USD","","","","","2025-07-31T00:00:00-05:00","2026-07-31T00:00:00-05:00","","365"
"ocds-5wno2w-RE-PU-DDG01D04CHORDELEG-GUALACEOMIES-2025-001-486287","RE-PU-DDG01D04CHORDELEG-GUALACEOMIES-2025-001-486287-2025-07-18T17:04:50.260Z-compiled","8219285-RE-PU-DDG01D04CHORDELEG-GUALACEOMIES-2025-001","","CUMPLE CON TODOS LOS REQUISITOS MÍNIMOS DE ACUERDO A LOS TDR","","2025-07-17T12:16:12-05:00","6177.60","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMAPA-I-2025-006-316213","RE-PU-EMAPA-I-2025-006-316213-2025-09-23T18:57:54.414Z-compiled","8217499-RE-PU-EMAPA-I-2025-006","","LA MAXIMA AUTORIDAD MEDIANTE RESOLUCION ADMINISTRATIVA Nro.EMAPAI-GG-2025-0136-RS DANDO CUMPLIMIENTO CON LO QUE DISPONE EL ART 32 DE LA LOSNCP PROCEDE A ADJUDICAR AL PROVEEDOR POR HABER CUMPLIDO CON LA FASE PRECONTRACTUAL Y ESPECIFICACIONES TECNICAS REQUERIDAS POR LA EMPRESA EN LOS PLIEGOS","","2025-07-17T14:36:40-05:00","29000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOL-2025-007-26822","RE-PU-ESPOL-2025-007-26822-2025-09-06T18:39:13.001Z-compiled","8243212-RE-PU-ESPOL-2025-007","","Adjudicar el procedimiento de RÉGIMEN ESPECIAL - PROVEEDOR ÚNICO, signado con el RE-PU-ESPOL-2025-007, correspondiente a la ?ADQUISICIÓN DE UN RADAR DE PENETRACIÓN TERRESTRE GEORADAR PARA EL CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA CIPAT DE LA ESCUELASUPERIOR POLITÉCNICA DEL LITORAL ESPOL? al oferente PATHPROFIT S.A., por un monto de USD 44.600,00 Cuarenta y cuatro mil seiscientos con 00/100 dólares de los Estados Unidos de América más IVA y el plazo de 150 días","","2025-07-29T08:20:04-05:00","44600.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-PN-SZSE-2025-0002-179014","RE-PU-PN-SZSE-2025-0002-179014-2025-07-24T17:08:51.927Z-compiled","8245742-RE-PU-PN-SZSE-2025-0002","","POR CUMPLIR CON LO REQUERIDO POR LA ENTIDAD CONFORME LOS TÉRMINOS DE REFERENCIA, PLIEGOS Y CONVENIR LOS INSTITUCIONALES","","2025-07-18T11:55:36-05:00","58163.78","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SRI-2025-8003-2438","RE-PU-SRI-2025-8003-2438-2025-08-29T19:09:33.516Z-compiled","8248299-RE-PU-SRI-2025-8003","","Por cumplir con los requisitos mínimos y términos de referencia solicitados en Pliegos.","","2025-08-04T14:18:36-05:00","13140.90","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CZS3-2025-002-440879","RE-PU-CZS3-2025-002-440879-2025-08-12T22:33:58.548Z-compiled","8244658-RE-PU-CZS3-2025-002","","SEGUN RESOLUCION MSP-CZONAL3-2025-0101-R","","2025-07-28T16:55:07-05:00","75249.00","USD","","","","","2025-08-08T00:00:00-05:00","2025-08-28T00:00:00-05:00","","20"
"ocds-5wno2w-RE-PU-DDS05D01-2025-00004-2489","RE-PU-DDS05D01-2025-00004-2489-2025-08-16T17:48:50.213Z-compiled","8247451-RE-PU-DDS05D01-2025-00004","","Por haber cumplido con los parametros objetivos de evaluacion previstos en el pliego y términos de referencia","","2025-07-21T15:10:59-05:00","7554.78","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IESS-2025-00005-39594","RE-PU-IESS-2025-00005-39594-2025-08-12T22:34:02.779Z-compiled","8244553-RE-PU-IESS-2025-00005","","Por cumplir con los parámetros de calificación solicitados en el pliego, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública.","","2025-07-29T14:21:33-05:00","45161.84","USD","","","","","2025-08-07T00:00:00-05:00","2027-08-07T00:00:00-05:00","","730"
"ocds-5wno2w-RE-PU-HEJCA-2025-124-87497","RE-PU-HEJCA-2025-124-87497-2025-08-16T17:48:51.069Z-compiled","8245950-RE-PU-HEJCA-2025-124","","POR CUMPLIR CON LOS PARÁMETROS DE CALIFICACIÓN SOLICITADOS EN LOS PLIEGOS.","","2025-07-23T13:54:38-05:00","35531.40","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-007-390394","RE-PU-HGSF-2025-007-390394-2025-09-15T19:19:40.959Z-compiled","8244334-RE-PU-HGSF-2025-007","","Por cumplir con los requisitos mínimos solicitados en el pliego, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-31T15:42:22-05:00","10200.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-007-390394","RE-PU-HGSF-2025-007-390394-2025-09-15T19:19:40.959Z-compiled","8244335-RE-PU-HGSF-2025-007","","Por cumplir con los requisitos mínimos solicitados en el pliego, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-31T15:42:22-05:00","54838.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOCH-2025-08-53390","RE-PU-ESPOCH-2025-08-53390-2025-08-12T22:33:42.559Z-compiled","8223670-RE-PU-ESPOCH-2025-08","","CUMPLE CON LO SOLICITADO","","2025-07-21T10:04:11-05:00","18750.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOCH-2025-11-53390","RE-PU-ESPOCH-2025-11-53390-2025-08-12T22:33:34.557Z-compiled","8215249-RE-PU-ESPOCH-2025-11","","CUMPLE CON LO SOLICITADO","","2025-07-16T15:19:53-05:00","7500.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ECPE-2025-001-354180","RE-PU-ECPE-2025-001-354180-2025-07-23T17:00:53.088Z-compiled","8214089-RE-PU-ECPE-2025-001","","Por cumplir con todas las especificaciones técnicas y demás requisitos exigidos en los pliegos del proceso.","","2025-07-07T13:46:25-05:00","53000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CB_CM-2025-005-25978","RE-PU-CB_CM-2025-005-25978-2025-08-14T17:45:23.968Z-compiled","8257891-RE-PU-CB_CM-2025-005","","Cumple con los parametros establecidos solicitados por la Entidad contratante","","2025-08-13T15:06:18-05:00","285000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMCO-2025-009-26427","RE-PU-GADMCO-2025-009-26427-2025-07-19T17:19:53.904Z-compiled","8246832-RE-PU-GADMCO-2025-009","","DE ACUERDO AL ART. 32 DE LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA","","2025-07-18T17:41:35-05:00","21299.85","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMCO-2025-010-26427","RE-PU-GADMCO-2025-010-26427-2025-07-22T17:07:50.051Z-compiled","8249216-RE-PU-GADMCO-2025-010","","DE ACUERDO AL ART. 32 DE LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA","","2025-07-21T13:30:12-05:00","5925.72","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IESSHBD-2025-001-59830","RE-PU-IESSHBD-2025-001-59830-2025-07-08T17:51:25.780Z-compiled","8200734-RE-PU-IESSHBD-2025-001","","Art. 2.- ADJUDICAR el contrato del proceso RE-PU-IESSHBD-2025-001, para la ?SERVICIO DE REPARACIÓN, MANTENIMIENTO CORRECTIVO,PREVENTIVO Y ADQUISICIÓN DE REPUESTOS PARA EL AUTOCLAVE AVAPOR MARCA: ORTOSINTESE, MODELO: AC-254, SERIE: 202534 YTODOS SUS SISTEMAS Y COMPONENTES ANEXOS UBICADO EN EL ÁREADE ESTERILIZACIÓN DEL HOSPITAL BÁSICO DURÁN?, a GO & MEDICALGO&MEDICAL S.A. con RUC 0993051438001, por un valor de USD $ 83,947.52OCHENTA Y TRES MIL NOVECIENTOS CUARENTA Y SIETE CON 52/100DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA MAS IVA con un plazode ejecución de 365 días contados a partir del dia siguiente de la suscripción delrespectivo contrato en base al art. 288 RGSNCP.","","2025-07-08T09:08:50-05:00","83947.52","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPO-2025-31-29112","RE-PU-GADPO-2025-31-29112-2025-08-12T22:34:09.585Z-compiled","8250883-RE-PU-GADPO-2025-31","","De conformidad con lo estipulado en  el art. 32 de la Ley Orgánica del Sistema Nacional de Contratación Pública,  el Art. 89 del Reglamento General a la Ley Orgánica del Sistema Nacional de Contratación Pública y el numeral 7 del Art. 196.- del Reglamento General a la Ley Orgánica del Sistema Nacional de Contratación Pública","","2025-07-21T18:21:16-05:00","6785.55","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SRI-2025-00005-2438","RE-PU-SRI-2025-00005-2438-2025-08-12T22:34:13.987Z-compiled","8253556-RE-PU-SRI-2025-00005","","Por cumplir con todos requisitos establecidos en los Pliegos","","2025-07-23T10:09:37-05:00","25230.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MDMQ-2025-4201-41357","RE-PU-MDMQ-2025-4201-41357-2025-09-17T19:06:14.440Z-compiled","8249519-RE-PU-MDMQ-2025-4201","","El oferente ESRI ECUADOR S.A. con RUC: 1792833698001, cumple con la integridad de la oferta y requisitos mínimos solicitados en el pliego razón por la cual, es pertinente CALIFICAR la oferta y HABILITAR al oferente por cumplir integralmente con todos los parámetros de evaluación exigidos en los pliegos con Resolución Nro. IIC-2025-0006-R de 29 de julio de 2025 la máxima autoridad del Instituto de Investigaciones de la Ciudad resuelve DJUDICAR el proceso de Régimen Especial – Proveedor Único signado con código RE-PU-MDMQ-2025-4201 cuyo objeto de contratación es el ?ARRENDAMIENTO DE LICENCIA DE SOFTWARE GIS PARA EL INSTITUTO DE INVESTIGACIONES DE LA CIUDAD IIC?, con base en la recomendación expresa por la Delegada Precontractual, contenida en el Informe de Recomendación remitido con Memorando Nro. IIC-2025-0258-M de 23 de julio de 2025, a favor del oferente ESRI ECUADOR S.A. con RUC Nro. 1792833698001, por el valor de USD 8.350,00 Ocho mil trescientos cincuenta con 00/100 DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA más IVA y un plazo de ejecución de 10 días término contados a partir del día siguiente de la fecha de suscripción del contrato, adjudicación que se realiza por cumplir con todos los requisitos exigidos en el pliego","","2025-07-29T08:11:59-05:00","8350.00","USD","","","","","2025-07-31T00:00:00-05:00","2025-08-10T00:00:00-05:00","","10"
"ocds-5wno2w-RE-PU-UTB-2025-002-86764","RE-PU-UTB-2025-002-86764-2025-09-25T18:56:20.819Z-compiled","8221565-RE-PU-UTB-2025-002","","Por cumplir con los requisitos exigidos en los pliegos","","2025-07-08T12:46:13-05:00","10345.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ARCONEL2025-015-1215959","RE-PU-ARCONEL2025-015-1215959-2025-08-26T19:01:55.118Z-compiled","8250204-RE-PU-ARCONEL2025-015","","CUMPLIMIENTO DE ESPECIFICACIONES TÉCNICAS Y OFERTA ECONÓMICA ACORDE AL REQUERIMIENTO DE LA ENTIDAD CONTRATANTE","","2025-07-23T16:42:47-05:00","57026.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMAPA-I-2025-005-316213","RE-PU-EMAPA-I-2025-005-316213-2025-09-23T18:57:52.452Z-compiled","8204043-RE-PU-EMAPA-I-2025-005","","LA MAXIMA AUTORIDAD MEDIANTE RESOLUCION ADMINISTRATIVA Nro. EMAPAI-GG-2025-0130-RS DANDO CUMPLIMIENTO CON LO QUE DISPONE EL ART 32 DE LA LOSNCP PROCEDE A ADJUDICAR AL PROVEEDOR POR HABER CUMPLIDO CON LA FASE PRECONTRACTUAL Y TERMINOS DE REFERENCIA REQUERIDOS POR LA EMPRESA EN LOS PLIEGOS","","2025-07-08T16:41:16-05:00","10000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMMC-2025-02-858707","RE-PU-EPMMC-2025-02-858707-2025-09-13T19:06:50.734Z-compiled","8252858-RE-PU-EPMMC-2025-02","","DE CONFORMIDAD AL ART. 32 DE LOSNCP","","2025-07-29T13:51:35-05:00","129520.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-008-390394","RE-PU-HGSF-2025-008-390394-2025-09-13T19:09:13.633Z-compiled","8253611-RE-PU-HGSF-2025-008","","POR HABER CUMPLIDO CON LOS REQUERIMIENTOS ESTABLECIDOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA","","2025-09-12T16:07:52-05:00","1800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-008-390394","RE-PU-HGSF-2025-008-390394-2025-09-13T19:09:13.633Z-compiled","8253632-RE-PU-HGSF-2025-008","","POR HABER CUMPLIDO CON LOS REQUERIMIENTOS ESTABLECIDOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA","","2025-09-12T16:07:52-05:00","4800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MDMQ-2025-3801-41357","RE-PU-MDMQ-2025-3801-41357-2025-09-16T19:10:34.261Z-compiled","8252752-RE-PU-MDMQ-2025-3801","","Por cumplir con lo requerido","","2025-07-29T12:17:04-05:00","38895.78","USD","","","","","2025-08-07T00:00:00-05:00","2025-08-17T00:00:00-05:00","","10"
"ocds-5wno2w-RE-PU-DD23D01S-2025-01-62072","RE-PU-DD23D01S-2025-01-62072-2025-08-13T17:36:56.799Z-compiled","8252598-RE-PU-DD23D01S-2025-01","","CUMPLE con la integridad, requisitos y parámetros mínimos solicitados en el proceso de contratación de Régimen Especial – Proveedor Único N RE-PU-DD23D01S-2025-01","","2025-07-25T15:29:14-05:00","4891.38","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EERSA-2025-14-3219","RE-PU-EERSA-2025-14-3219-2025-08-20T18:24:13.799Z-compiled","8249688-RE-PU-EERSA-2025-14","","La oferta cumple con todas las especificaciones y requerimientos técnicos, financieros y legales exigidos en los documentos precontractuales, conforme se estipula en la RESOLUCIÓN ADMINISTRATIVA Nro. 192-EERSA-25.","","2025-07-31T14:45:31-05:00","19805.76","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CSB-PI-2025-01-87397","RE-PU-CSB-PI-2025-01-87397-2025-09-24T18:48:58.731Z-compiled","8253306-RE-PU-CSB-PI-2025-01","","Cumple con todo lo solicitado.","","2025-07-22T13:57:51-05:00","16074.45","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-BCE-2025-003-2457","RE-PU-BCE-2025-003-2457-2025-08-12T22:44:50.197Z-compiled","8259198-RE-PU-BCE-2025-003","","En virtud de que su oferta cumple con los requisitos mínimos solicitados a través de los Términos deReferencia y pliego del proceso y porque su propuesta representa las mejores condiciones en aspectostécnicos y económicos en beneficio de la Contratante","","2025-08-06T10:51:26-05:00","29803.26","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-004-54651","RE-PU-HCAM-2025-004-54651-2025-08-12T22:34:21.900Z-compiled","8260581-RE-PU-HCAM-2025-004","","CUMPLE CON LAS ESPECIFICACIONES TECNICAS Y PLIEGOS","","2025-07-25T14:15:17-05:00","2278445.76","USD","","","","","2025-08-08T00:00:00-05:00","2026-05-05T00:00:00-05:00","","270"
"ocds-5wno2w-RE-PU-HGSF-2025-005-390394","RE-PU-HGSF-2025-005-390394-2025-08-12T22:33:36.125Z-compiled","8216262-RE-PU-HGSF-2025-005","","Por cumplir con los requisitos mínimos solicitados en el pliego y especificaciones técnicas, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-09T16:07:32-05:00","14341.88","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMMAIPC-2025-001-388889","RE-PU-EMMAIPC-2025-001-388889-2025-08-26T19:01:56.290Z-compiled","8262819-RE-PU-EMMAIPC-2025-001","","Proveedor de mejor oferta y único de la marca.","","2025-08-05T14:02:08-05:00","4679.72","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMMAIPC-2025-001-388889","RE-PU-EMMAIPC-2025-001-388889-2025-08-26T19:01:56.290Z-compiled","8262824-RE-PU-EMMAIPC-2025-001","","Proveedor de mejor oferta y único de la marca.","","2025-08-05T14:02:08-05:00","4829.70","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-202-87497","RE-PU-HEJCA-2025-202-87497-2025-09-27T18:58:40.359Z-compiled","8251720-RE-PU-HEJCA-2025-202","","Por cumplir con los requisitos mínimos solicitados en el pliego y además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-29T15:55:12-05:00","50997.90","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MDMQ-2025-1405-41357","RE-PU-MDMQ-2025-1405-41357-2025-09-11T19:52:46.000Z-compiled","8255702-RE-PU-MDMQ-2025-1405","","POR HABER CUMPLIDO CON LOS REQUISITOS Y PARÁMETROS DE CALIFICACIÓN DETERMINADOS EN EL PLIEGO DEL PROCEDIMIENTO","","2025-07-25T16:13:09-05:00","204000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-05113-238940","RE-PU-CELECEP-2025-05113-238940-2025-09-18T19:28:38.628Z-compiled","8263537-RE-PU-CELECEP-2025-05113","","Adjudicar el contrato del proceso mediante la metodología de Régimen Especial signado con el código N RE-PU-CELECEP-2025-05113 para el ?TES SERVICIO DE MANTENIMIENTO ESPECIALIZADO PARA ACTUADORES YGOBERNORES DE LA MARCA WOODWARD DE LAS CENTRALES TERMICAS ESMERALDAS II Y LA PROPICIA?, al oferente, persona jurídica, CHAÑARAL S.A , con RUC 1792416868001, por el valor de USD $23.979,61 Veinte y tres milnovecientos setenta y nueve con 61/100 DÓLARES DE ESTADOS UNIDOS DE AMÉRICA, sin incluir IVA, con un plazo de ejecución del contrato de 150 DIAS calendario, desde el día siguiente de la fecha de suscripción del contrato. de conformidad con lo establecido en los artículos 32 de LOSNCP y 89 del Reglamento de la LOSNCP","","2025-08-19T09:30:08-05:00","23979.61","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGMAT-2025-008-2465","RE-PU-DIGMAT-2025-008-2465-2025-07-23T17:04:01.442Z-compiled","8259540-RE-PU-DIGMAT-2025-008","","Acoger la recomendación emitida por el miembro evaluador, calificar y adjudicar elcontrato al oferente AMBACAR CIA. LTDA., en el proceso de contratación Nro. RE-PU-DIGMAT-2025-008 cuyo objeto de contrato es el ?MANTENIMIENTO PREVENTIVODE 015 CAMIONETAS MARCA GREAT WALL A CARGO DE LA ULM-BASUILEMPLEADAS EN EL CONFLICTO ARMADO INTERNO?, ya que cumple con todos losrequisitos exigidos en el pliego, representando el mejor costo para la entidad contratante,por la cantidad de $41.503,71 CUARENTA Y UN MIL QUINIENTOS TRES CON 71/100DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA más IVA, con un plazo deejecución de 90 días calendarios, contados a partir del día siguiente de la suscripción delcontrato.","","2025-07-22T15:53:13-05:00","41503.71","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOL-2025-009-26822","RE-PU-ESPOL-2025-009-26822-2025-08-14T17:45:35.892Z-compiled","8263439-RE-PU-ESPOL-2025-009","","Por cumplir con los requerimientos mínimos exigidos en el pliego y TDRs.","","2025-08-14T09:02:25-05:00","43300.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-008-253178","RE-PU-EPP-2025-008-253178-2025-08-29T19:09:36.726Z-compiled","8252991-RE-PU-EPP-2025-008","","En razón de que sí cumple con los requisitos mínimos establecidos en el pliego publicado del proceso RE-PU-EPP-2025-008, la normativa legal vigente expedida por el SERCOP y demás normativa conexa.","","2025-07-30T12:35:32-05:00","38480.79","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-111-87497","RE-PU-HEJCA-2025-111-87497-2025-08-21T18:42:00.949Z-compiled","8260683-RE-PU-HEJCA-2025-111","","CUMPLE CON LO REQUERIDO POR LA INSTITUCION","","2025-07-31T09:25:48-05:00","2040000.00","USD","","","","","","","",""
