"ocid","id","initiationType","buyer_id","buyer_name","language","date","tag"
"ocds-5wno2w-RE-PU-ESPOCH-2025-16-53390","RE-PU-ESPOCH-2025-16-53390-2025-08-13T17:36:57.241Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-08-13T12:42:09-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADC-2025-1892-2616","RE-PU-GADC-2025-1892-2616-2025-08-26T19:01:52.612Z-compiled","tender","EC-RUC-0160000270001-2616","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA","es","2025-08-26T14:09:02-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADM-CM-2025-001-92493","RE-PU-GADM-CM-2025-001-92493-2025-08-12T22:34:29.172Z-compiled","tender","EC-RUC-1260000490001-92493","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTALVO","es","2025-08-12T18:24:26-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGMACH-2025-004-2763","RE-PU-HGMACH-2025-004-2763-2025-08-12T22:34:39.348Z-compiled","tender","EC-RUC-0760033350001-2763","HOSPITAL GENERAL MACHALA","es","2025-08-12T18:24:49-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADGPA-2025-003-30745","RE-PU-GADGPA-2025-003-30745-2025-08-29T19:09:38.971Z-compiled","tender","EC-RUC-0160000190001-30745","GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DEL AZUAY","es","2025-08-29T14:16:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IGM-2025-004-36136","RE-PU-IGM-2025-004-36136-2025-08-12T22:57:35.729Z-compiled","tender","EC-RUC-1768007200001-36136","INSTITUTO GEOGRAFICO MILITAR","es","2025-08-12T18:25:00-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-EMASEO-EP-2025-004-276265","RE-PU-EMASEO-EP-2025-004-276265-2025-08-12T22:33:54.976Z-compiled","tender","EC-RUC-1768155310001-276265","EMPRESA PUBLICA METROPOLITANA DE ASEO","es","2025-08-12T18:23:59-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IKIAM-2025-005-599302","RE-PU-IKIAM-2025-005-599302-2025-09-22T19:36:46.188Z-compiled","tender","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","es","2025-09-22T14:42:03-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-005-282215","RE-PU-EPMTPQ-2025-005-282215-2025-10-13T19:38:47.224Z-compiled","tender","EC-RUC-1768156710001-282215","EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO","es","2025-10-13T14:45:08-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UITEY-2025-001-541976","RE-PU-UITEY-2025-001-541976-2025-08-15T17:46:10.376Z-compiled","tender","EC-RUC-1768176820001-541976","UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY","es","2025-08-15T12:52:59-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-SOT-2025-00001-852081","RE-PU-SOT-2025-00001-852081-2025-08-21T18:42:02.250Z-compiled","tender","EC-RUC-1768188750001-852081","SUPERINTENDENCIA DE ORDENAMIENTO TERRITORIAL USO Y GESTION DEL SUELO","es","2025-08-21T13:48:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EMURPLAG-2025-00001-282237","RE-PU-EMURPLAG-2025-00001-282237-2025-07-17T16:59:00.230Z-compiled","tender","EC-RUC-0160048390001-282237","EMPRESAPUBLICAMUNICIPALDESERVICIOSDERASTROYPLAZASDEGANADO","es","2025-07-17T12:05:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADPP-2025-13-2426","RE-PU-GADPP-2025-13-2426-2025-07-17T16:59:00.634Z-compiled","tender","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","es","2025-07-17T12:05:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOCH-2025-17-53390","RE-PU-ESPOCH-2025-17-53390-2025-08-12T22:34:40.567Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-08-12T18:24:18-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HBO-2025-003-40576","RE-PU-HBO-2025-003-40576-2025-08-12T22:33:25.515Z-compiled","tender","EC-RUC-1768034950001-40576","HOSPITAL PEDIATRICO BACA ORTIZ","es","2025-08-12T18:24:36-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOCH-2025-14-53390","RE-PU-ESPOCH-2025-14-53390-2025-08-13T17:36:55.084Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-08-13T12:42:09-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOCH-2025-04-53390","RE-PU-ESPOCH-2025-04-53390-2025-09-08T19:58:42.808Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-09-08T15:04:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IKIAM-2025-002-599302","RE-PU-IKIAM-2025-002-599302-2025-07-17T16:59:00.048Z-compiled","tender","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","es","2025-07-17T12:05:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UEA-2025-005-124342","RE-PU-UEA-2025-005-124342-2025-08-14T17:42:26.074Z-compiled","tender","EC-RUC-1660012180001-124342","Universidad Estatal Amazonica","es","2025-08-14T12:49:11-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-PARQUES_EP-2025-001-1202289","RE-PU-PARQUES_EP-2025-001-1202289-2025-09-03T19:15:17.220Z-compiled","tender","EC-RUC-0998610397001-1202289","EMPRESA PUBLICA MUNICIPAL DE PARQUES, AREAS VERDES Y ESPACIOS PUBLICOS DE GUAYAQUIL","es","2025-09-03T14:21:54-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IIGE-2025-001-278371","RE-PU-IIGE-2025-001-278371-2025-09-23T18:58:38.842Z-compiled","tender","EC-RUC-1768155230001-278371","INSTITUTO DE INVESTIGACIÓN GEOLÓGICO Y ENERGÉTICO","es","2025-09-23T14:04:41-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UNACH-2025-008-124774","RE-PU-UNACH-2025-008-124774-2025-08-12T22:34:44.845Z-compiled","tender","EC-RUC-0660001840001-124774","Universidad Nacional de Chimborazo","es","2025-08-12T18:25:19-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMP_-2025-004-51620","RE-PU-GADMP_-2025-004-51620-2025-08-30T19:07:44.572Z-compiled","tender","EC-RUC-1960139890001-51620","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA","es","2025-08-30T14:13:12-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-MPCEIP-2025-001-494003","RE-PU-MPCEIP-2025-001-494003-2025-09-06T18:42:10.981Z-compiled","tender","EC-RUC-0968599370001-494003","MINISTERIO DE PRODUCCION COMERCIO EXTERIOR INVERSIONES Y PESCA","es","2025-09-06T13:44:36-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UCE-2025-001-32713","RE-PU-UCE-2025-001-32713-2025-09-04T18:36:11.553Z-compiled","tender","EC-RUC-1760005540001-32713","Universidad Central del Ecuador","es","2025-09-04T13:42:05-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMANTA-2025-001-2668","RE-PU-GADMANTA-2025-001-2668-2025-07-21T17:07:27.733Z-compiled","tender","EC-RUC-1360000980001-2668","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA","es","2025-07-21T12:12:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-002-375899","RE-PU-ESPOLTECH-2025-002-375899-2025-08-18T17:50:22.876Z-compiled","tender","EC-RUC-0968592010001-375899","EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.","es","2025-08-18T12:55:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CBDMQ-2025-003-2525","RE-PU-CBDMQ-2025-003-2525-2025-08-28T19:01:53.297Z-compiled","tender","EC-RUC-1768097950001-2525","CUERPO DE BOMBEROS DEL DISTRITO METROPOLITANO DE QUITO","es","2025-08-28T14:05:28-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HE-1-2025-093-43246","RE-PU-HE-1-2025-093-43246-2025-09-24T18:55:15.797Z-compiled","tender","EC-RUC-1768012710001-43246","HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1","es","2025-09-24T14:01:33-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CNELEP-2025-10-462114","RE-PU-CNELEP-2025-10-462114-2025-08-28T19:01:54.356Z-compiled","tender","EC-RUC-0968599020001-462114","EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP","es","2025-08-28T14:05:28-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-006-282215","RE-PU-EPMTPQ-2025-006-282215-2025-09-24T18:55:17.083Z-compiled","tender","EC-RUC-1768156710001-282215","EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO","es","2025-09-24T14:01:32-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-PG-2025-001-31125","RE-PU-PG-2025-001-31125-2025-07-24T17:14:32.868Z-compiled","tender","EC-RUC-0960000140001-31125","Gobierno Provincial del Guayas","es","2025-07-24T12:15:41-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HEEE-2025-010-52558","RE-PU-HEEE-2025-010-52558-2025-09-10T20:09:36.910Z-compiled","tender","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","es","2025-09-10T15:16:51-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-02-869714","02-869714-2025-09-02T19:09:30.442Z-compiled","tender","EC-RUC-1768188830001-869714","AGENCIA DE REGULACIÓN Y CONTROL FITO Y ZOOSANITARIO","es","2025-09-02T14:15:16-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMSAC-2025-013-3421","RE-PU-GADMSAC-2025-013-3421-2025-09-12T19:11:58.820Z-compiled","tender","EC-RUC-1060000420001-3421","MUNICIPIO DE COTACACHI","es","2025-09-12T14:17:40-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-AGRUCOMGE-2025-03-110994","RE-PU-AGRUCOMGE-2025-03-110994-2025-08-12T22:49:57.872Z","tender","EC-RUC-1768009090001-110994","AGRUPAMIENTO DE COMUNICACIONES Y GUERRA ELECTRONICA","es","2025-07-28T00:00:00-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-008-748941","RE-PU-CMFIEDM-2025-008-748941-2025-08-12T22:49:17.155Z-compiled","tender","EC-RUC-1768186110001-748941","CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES, DIALISIS LA MARISCAL","es","2025-08-12T18:23:43-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ANDEC-2025-005-467908","RE-PU-ANDEC-2025-005-467908-2025-09-17T19:12:46.846Z-compiled","tender","EC-RUC-0990001340001-467908","ACERIAS NACIONALES DEL ECUADOR SOCIEDAD ANONIMA (A.N.D.E.C.)","es","2025-09-17T14:19:06-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CENTRO_DE_ESP_CENTRAL_GUAYAS-2025-00001-2739","RE-PU-CENTRO_DE_ESP_CENTRAL_GUAYAS-2025-00001-2739-2025-08-19T17:54:50.665Z-compiled","tender","EC-RUC-0968565040001-2739","CENTRO DE ESPECIALIDADES CENTRAL GUAYAS","es","2025-08-19T12:59:28-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CHONE-2025-02-466685","RE-PU-CHONE-2025-02-466685-2025-08-20T18:24:18.339Z-compiled","tender","EC-RUC-1360073350001-466685","DIRECCION DISTRITAL 13D 07-CHONE-FLAVIO ALFARO - MIES","es","2025-08-20T13:32:02-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CNE-2025-002-2546","RE-PU-CNE-2025-002-2546-2025-08-21T18:42:04.193Z-compiled","tender","EC-RUC-1760002010001-2546","CONSEJO NACIONAL ELECTORAL","es","2025-08-21T13:48:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-009-748941","RE-PU-CMFIEDM-2025-009-748941-2025-08-22T18:41:48.613Z-compiled","tender","EC-RUC-1768186110001-748941","CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES, DIALISIS LA MARISCAL","es","2025-08-22T13:48:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMP_-2025-005-51620","RE-PU-GADMP_-2025-005-51620-2025-08-23T18:31:55.026Z-compiled","tender","EC-RUC-1960139890001-51620","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA","es","2025-08-23T13:37:27-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ARCFIZ-2025-01-869714","RE-PU-ARCFIZ-2025-01-869714-2025-08-27T19:07:17.843Z-compiled","tender","EC-RUC-1768188830001-869714","AGENCIA DE REGULACIÓN Y CONTROL FITO Y ZOOSANITARIO","es","2025-08-27T14:14:12-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-BANEC-2025-01-722820","RE-PU-BANEC-2025-01-722820-2025-08-28T18:58:33.770Z-compiled","tender","EC-RUC-1768183520001-722820","BANECUADOR B.P.","es","2025-08-28T14:05:28-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-COMEP-2025-001-1034729","RE-PU-COMEP-2025-001-1034729-2025-08-12T22:34:36.147Z-compiled","tender","EC-RUC-1790819345001-1034729","EMPRESA PUBLICA DE COMUNICACION DEL ECUADOR EP","es","2025-08-12T18:23:48-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CONGOPE-2025-008-69008","RE-PU-CONGOPE-2025-008-69008-2025-08-12T22:49:52.302Z","tender","EC-RUC-1760005110001-69008","CONSORCIO DE GOBIERNOS AUTONOMOS PROVINCIALES DEL ECUADOR","es","2025-07-24T00:00:00-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-DINAF-2025-002-183518","RE-PU-DINAF-2025-002-183518-2025-08-12T22:43:45.197Z-compiled","tender","EC-RUC-1768052340001-183518","DIRECCION NACIONAL DE INVESTIGACION CONTRA LA VIOLENCIA DE GENERO, MUJER, FAMILIA, NINEZ Y ADOLESCENCIA, TRATA DE PERSONAS Y TRAFICO ILICITO DE MIGRANTES.","es","2025-08-12T18:23:53-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EMOVEP-2025-001-315805","RE-PU-EMOVEP-2025-001-315805-2025-08-12T22:34:05.893Z-compiled","tender","EC-RUC-0160049360001-315805","EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DE CUENCA","es","2025-08-12T18:24:00-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-05-384004","RE-PU-EPAAGE-MEJIA-2025-05-384004-2025-08-12T22:49:32.297Z-compiled","tender","EC-RUC-1768163250001-384004","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y GENERACION ELECTRICA DEL CANTON MEJIA, EP","es","2025-08-12T18:24:01-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EPMAPASD-2025-02-273847","RE-PU-EPMAPASD-2025-02-273847-2025-08-12T22:34:50.944Z-compiled","tender","EC-RUC-2360001250001-273847","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SANTO DOMINGO","es","2025-08-12T18:24:03-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-DNPJ-2025-016-183304","RE-PU-DNPJ-2025-016-183304-2025-08-22T18:41:44.133Z-compiled","tender","EC-RUC-1768048660001-183304","UDAF-EOD DIRECCION NACIONAL DE INVESTIGACION DE POLICIA JUDICIAL","es","2025-08-22T13:48:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EMGIRS-2025-003-325307","RE-PU-EMGIRS-2025-003-325307-2025-09-10T20:09:38.538Z-compiled","tender","EC-RUC-1768158410001-325307","Empresa Pública Metropolitana de Gestión Integral de Residuos Sólidos","es","2025-09-10T15:16:50-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EEASA-2025-050-3233","RE-PU-EEASA-2025-050-3233-2025-10-08T19:40:09.385Z-compiled","tender","EC-RUC-1890001439001-3233","EMPRESA ELECTRICA AMBATO REGIONAL CENTRO NORTE S.A.","es","2025-10-08T14:46:12-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADPP-2025-16-2426","RE-PU-GADPP-2025-16-2426-2025-08-12T22:34:58.489Z","tender","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","es","2025-07-24T00:00:00-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOCH-2025-13-53390","RE-PU-ESPOCH-2025-13-53390-2025-08-12T22:34:01.302Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-08-12T18:24:15-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOCH-2025-15-53390","RE-PU-ESPOCH-2025-15-53390-2025-08-12T22:34:30.190Z-compiled","tender","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","es","2025-08-12T18:24:16-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOL-2025-008-26822","RE-PU-ESPOL-2025-008-26822-2025-08-12T22:48:40.127Z-compiled","tender","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","es","2025-08-12T18:24:20-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ESPOL-2025-010-26822","RE-PU-ESPOL-2025-010-26822-2025-10-16T20:06:04.864Z-compiled","tender","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-02-25643","RE-PU-ESPAMMFL-2025-02-25643-2025-08-21T18:42:05.820Z-compiled","tender","EC-RUC-1360023840001-25643","Escuela Superior Politecnica Agropecuaria de Manabi ""Manuel Felix Lopez""","es","2025-08-21T13:48:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-FCQUCE-2025-001-81464","RE-PU-FCQUCE-2025-001-81464-2025-09-08T19:52:29.826Z-compiled","tender","EC-RUC-1768092050001-81464","Facultad de Ciencias Quimicas","es","2025-09-08T15:04:21-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-003-375899","RE-PU-ESPOLTECH-2025-003-375899-2025-09-12T19:11:54.076Z-compiled","tender","EC-RUC-0968592010001-375899","EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.","es","2025-09-12T14:17:40-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPP-2025-011-253178","RE-PU-EPP-2025-011-253178-2025-09-29T18:58:56.341Z-compiled","tender","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","es","2025-09-29T14:04:22-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPMAPS-2025-003-258814","RE-PU-EPMAPS-2025-003-258814-2025-10-16T19:58:57.440Z-compiled","tender","EC-RUC-1768154260001-258814","Empresa Pública Metropolitana de Agua Potable y Saneamiento","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-IKIAM-2025-006-599302","RE-PU-IKIAM-2025-006-599302-2025-08-12T22:34:23.436Z-compiled","tender","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","es","2025-08-12T18:25:02-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-JPCAROLINA2009-2025-001-114721","RE-PU-JPCAROLINA2009-2025-001-114721-2025-08-12T22:50:10.475Z","tender","EC-RUC-1060022310001-114721","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA CAROLINA","es","2025-07-30T00:00:00-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HGSQ-2025-009-868544","RE-PU-HGSQ-2025-009-868544-2025-08-26T19:02:00.349Z-compiled","tender","EC-RUC-1768189800001-868544","Hospital General del Sur de Quito","es","2025-08-26T14:09:03-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGM-2025-003-74622","RE-PU-HGM-2025-003-74622-2025-09-10T20:12:40.299Z-compiled","tender","EC-RUC-1360051890001-74622","HOSPITAL GENERAL MANTA","es","2025-09-10T15:16:51-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-IGM-2025-006-36136","RE-PU-IGM-2025-006-36136-2025-09-19T19:48:23.088Z-compiled","tender","EC-RUC-1768007200001-36136","INSTITUTO GEOGRAFICO MILITAR","es","2025-09-19T14:54:43-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGNGC-2025-006-818925","RE-PU-HGNGC-2025-006-818925-2025-09-12T19:11:51.782Z-compiled","tender","EC-RUC-0968606840001-818925","HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","es","2025-09-12T14:17:41-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGSF-2025-006-390394","RE-PU-HGSF-2025-006-390394-2025-09-03T19:15:01.209Z-compiled","tender","EC-RUC-1768161120001-390394","HOSPITAL GENERAL- SAN FRANCISCO","es","2025-09-03T14:21:54-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGISD-2025-002-519694","RE-PU-HGISD-2025-002-519694-2025-09-08T19:58:53.996Z-compiled","tender","EC-RUC-2360006130001-519694","HOSPITAL GENERAL IESS SANTO DOMINGO","es","2025-09-08T15:04:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-INOCAR-2025-003-1006003","RE-PU-INOCAR-2025-003-1006003-2025-09-13T19:07:01.030Z-compiled","tender","EC-RUC-0968608970001-1006003","INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA","es","2025-09-13T14:11:53-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-MDMQ-2025-1302-41357","RE-PU-MDMQ-2025-1302-41357-2025-09-17T19:12:45.251Z-compiled","tender","EC-RUC-1760003410001-41357","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","es","2025-09-17T14:19:08-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-MIMG-2025-004-44856","RE-PU-MIMG-2025-004-44856-2025-09-20T19:22:46.518Z-compiled","tender","EC-RUC-0960000220001-44856","Municipalidad de Guayaquil","es","2025-09-20T14:27:22-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UTN-2025-11-83514","RE-PU-UTN-2025-11-83514-2025-09-03T19:15:21.134Z-compiled","tender","EC-RUC-1060001070001-83514","Universidad Técnica del Norte","es","2025-09-03T14:21:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HG-AM-2025-001-2764","RE-PU-HG-AM-2025-001-2764-2025-08-12T22:49:29.330Z-compiled","tender","EC-RUC-1865020860001-2764","HOSPITAL GENERAL - AMBATO","es","2025-08-12T18:24:45-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HGIIIDE-TARQUI2025-002-88080","RE-PU-HGIIIDE-TARQUI2025-002-88080-2025-08-12T22:34:44.708Z-compiled","tender","EC-RUC-1768002160001-88080","HOSPITAL BASICO HG III DE TARQUI","es","2025-08-12T18:24:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMUR-2025-006-2485","RE-PU-GADMUR-2025-006-2485-2025-09-29T18:58:45.809Z-compiled","tender","EC-RUC-1760003920001-2485","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON RUMIÑAHUI GADMUR","es","2025-09-29T14:04:22-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HE-1-2025-095-43246","RE-PU-HE-1-2025-095-43246-2025-09-23T18:58:44.419Z-compiled","tender","EC-RUC-1768012710001-43246","HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1","es","2025-09-23T14:04:41-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEP-2025-00007-889479","RE-PU-HEP-2025-00007-889479-2025-08-21T18:42:02.469Z-compiled","tender","EC-RUC-1360086920001-889479","HOSPITAL DE ESPECIALIDADES PORTOVIEJO","es","2025-08-21T13:48:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEEE-2025-013-52558","RE-PU-HEEE-2025-013-52558-2025-08-28T18:58:33.206Z-compiled","tender","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","es","2025-08-28T14:05:29-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEEE-2025-011-52558","RE-PU-HEEE-2025-011-52558-2025-08-30T19:07:46.522Z-compiled","tender","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","es","2025-08-30T14:13:13-05:00","[""planning"",""tender"",""award"",""contract""]"
